YEAR,STATE,UNIT_ID,FIRE_NUM,FIRE_NAME,AGENCY,C_METHOD,CAUSE,INC_NUM,OBJECTIVE,COMMENTS,REPORT_AC,GIS_ACRES,Shape_Length,Shape_Area,ALARM_DATE_Con,CONT_DATE_Conv
1988,California,Sonoma - Lake - Napa CDF,228,BLUE FIRE,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,3235,Suppression (Wildfire),,<Null>,5964.426,27477.27115,24137175.22,9/21/1988,<Null>
1988,California,Humboldt - Del Norte CDF,228,SADDLE,California Department of Forestry and Fire Protection,<Null>,3 - Smoking,2224,Suppression (Wildfire),,<Null>,5907.94,25711.93228,23908585.59,9/4/1988,<Null>
1988,California,Los Padres National Forest,36,CAMP,USDA Forest Service,8 - Unknown,7 - Arson,<Null>,<Null>,<Null>,5053,5814.841,31371.46325,23531828.45,7/17/1988,7/22/1988
1988,California,Sierra National Forest,124,OBELISK,USDA Forest Service,8 - Unknown,1 - Lightning,0,Suppression (Wildfire),,8000,5420.904,24330.99071,21937620.11,7/24/1988,10/31/1988
1988,California,San Bernardino National Forest,0, ,USDA Forest Service,<Null>,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,5243.982,23212.73919,21221641.28,<Null>,<Null>
1988,California,Riverside CDF,1807,STAGECOACH,California Department of Forestry and Fire Protection,<Null>,9 - Miscellaneous,31932,Suppression (Wildfire),,<Null>,4571.167,21267.42017,18498857.59,9/4/1988,<Null>
1988,California,San Bernardino National Forest,0, ,USDA Forest Service,<Null>,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,4357.64,22008.7168,17634741.19,<Null>,<Null>
1988,California,Tuolumne - Calaveras CDF,548,MASON,California Department of Forestry and Fire Protection,<Null>,7 - Arson,2733,Suppression (Wildfire),,<Null>,4049.6,21736.02877,16388151.05,7/21/1988,<Null>
1988,California,Los Angeles County,88,KEUHNER FIRE,Contract County,<Null>,14 - Unknown / Unidentified,927537,Suppression (Wildfire),,<Null>,3818.714,30591.75338,15453788.53,9/4/1988,<Null>
1988,California,Los Angeles County,88,DIVIDE FIRE,Contract County,<Null>,14 - Unknown / Unidentified,831233,Suppression (Wildfire),,<Null>,3811.561,31529.15852,15424838.52,10/16/1988,<Null>
1988,California,Bakersfield District - BLM,0000D201,TWISSLMAN,Bureau of Land Management,8 - Unknown,1 - Lightning,0,Suppression (Wildfire),,1100,3806.063,17342.11011,15402589.31,6/19/1988,6/20/1988
1988,California,Lassen - Modoc CDF,257,LIGHTNING #97 (BISON),California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,1325,Suppression (Wildfire),,<Null>,3784.273,17133.51851,15314408.83,8/10/1988,<Null>
1988,California,Yosemite National Park,11,EAST LECONTE,National Park Service,4 - Other Imagery,1 - Lightning,11,Resource Benefit (WFU),,3752.655157,3752.67,19761.69382,15186517.35,6/20/1988,11/19/1988
1988,California,Bakersfield District - BLM,0000D191,LIGHTNING9,Bureau of Land Management,8 - Unknown,1 - Lightning,0,Suppression (Wildfire),,3650,3649.375,22199.14701,14768498,6/20/1988,6/22/1988
1988,California,Mendocino National Forest,50,LETTS,USDA Forest Service,8 - Unknown,9 - Miscellaneous,0,Suppression (Wildfire),,2000,3312.164,30135.08621,13403850.82,12/5/1988,12/5/1988
1988,California,Lassen - Modoc CDF,320,BURNEY FIRE,California Department of Forestry and Fire Protection,<Null>,8 - Playing with fire,1573,Suppression (Wildfire),,<Null>,3264.268,19469.45516,13210024.99,8/29/1988,<Null>
1988,California,Sequoia - Kings Canyon NP,140,BUCKEYE,National Park Service,8 - Unknown,3 - Smoking,0,Suppression (Wildfire),,3075,3090.182,23043.33175,12505522.58,10/16/1988,10/23/1988
1988,California,Los Angeles County,8,SESNON FIRE,Contract County,<Null>,14 - Unknown / Unidentified,367598,Suppression (Wildfire),,<Null>,2658.574,24778.38982,10758867.5,12/9/1988,<Null>
1988,California,Yosemite National Park,166,WALKER,National Park Service,4 - Other Imagery,1 - Lightning,166,Suppression (Wildfire),,2650.464032,2650.475,21092.79629,10726090.26,6/20/1988,11/10/1988
1988,California,Stanislaus National Forest,46,CLEARHOUSE,USDA Forest Service,6 - Hand Drawn,9 - Miscellaneous,<Null>,Suppression (Wildfire),20090305,2500,2499.556,18289.61354,10115344.53,7/2/1988,7/8/1988
1988,California,Orange County,0,ORTEGA,Contract County,<Null>,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,2471.109,14028.33035,10000221.62,<Null>,<Null>
1988,California,Sierra National Forest,248,GARNET,USDA Forest Service,8 - Unknown,1 - Lightning,0,Suppression (Wildfire),,1725,2244.904,15694.97063,9084804.371,8/29/1988,9/2/1988
1988,California,Mendocino National Forest,42,POWDERHOUSE,USDA Forest Service,8 - Unknown,9 - Miscellaneous,0,Suppression (Wildfire),,2345,2162.274,13068.02286,8750412.607,8/26/1988,8/28/1988
1988,California,Northern CA District - BLM,0000D417, ,Bureau of Land Management,8 - Unknown,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,2054.816,14414.0368,8315547.458,<Null>,<Null>
1988,California,Riverside CDF,0, ,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,1896.849,13791.75962,7676273.557,<Null>,<Null>
1988,California,Yosemite National Park,88,ALASKA,National Park Service,8 - Unknown,1 - Lightning,88,Resource Benefit (WFU),,1876.675876,1876.683,14872.28664,7594668.218,8/18/1988,11/19/1988
1988,California,Tulare County,0,COOPER,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,1850.153,13185.43729,7487301.716,8/1/1988,<Null>
1988,Nevada,Toiyab National Forest,135, ,USDA Forest Service,<Null>,1 - Lightning,0,Suppression (Wildfire),,<Null>,1797.386,13360.03343,7273763.515,8/10/1988,<Null>
1988,California,Riverside CDF,2034,BENTON,California Department of Forestry and Fire Protection,<Null>,4 - Campfire,36422,Suppression (Wildfire),,<Null>,1784.117,11131.77474,7220064.223,9/9/1988,<Null>
1988,California,Bakersfield District - BLM,0000D200,SANTIAGO,Bureau of Land Management,8 - Unknown,1 - Lightning,0,Suppression (Wildfire),,1900,1770.672,10366.36908,7165657.409,6/21/1988,6/24/1988
1988,California,Sequoia National Forest,157,HAVILAH,USDA Forest Service,8 - Unknown,3 - Smoking,0,Suppression (Wildfire),,1573,1489.365,13329.12297,6027248.168,8/11/1988,8/14/1988
1988,California,Riverside CDF,0,GILMAN,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,1482.813,19409.79086,6000732.754,<Null>,<Null>
1988,California,Riverside CDF,2428,STATE #2428,California Department of Forestry and Fire Protection,<Null>,2 - Equipment Use,44433,Suppression (Wildfire),,<Null>,1445.945,11123.70808,5851531.797,12/9/1988,<Null>
1988,California,Yosemite National Park,15,ECHO,National Park Service,4 - Other Imagery,1 - Lightning,15,Resource Benefit (WFU),,1424.192697,1424.198,12203.10733,5763526.431,6/21/1988,11/10/1988
1988,California,Tulare County,96,LINDSAY,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,4066,Suppression (Wildfire),,<Null>,1334.562,12716.35554,5400782.527,6/22/1988,<Null>
1988,California,Tuolumne - Calaveras CDF,460,PARDEE,California Department of Forestry and Fire Protection,<Null>,9 - Miscellaneous,2324,Suppression (Wildfire),,<Null>,1208.841,14126.04829,4892004.643,6/28/1988,<Null>
1988,California,Sonoma CDF (old),214,RIVER,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,748,Suppression (Wildfire),,<Null>,1205.473,14498.6365,4878374.607,8/24/1988,<Null>
1988,California,Humboldt - Del Norte CDF,362,CHARLES,California Department of Forestry and Fire Protection,<Null>,9 - Miscellaneous,3308,Suppression (Wildfire),,<Null>,1188.56,12435.28002,4809930.479,12/15/1988,<Null>
1988,California,Riverside CDF,0, ,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,1043.188,8958.338606,4221630.132,<Null>,<Null>
1988,California,Tuolumne - Calaveras CDF,441,LIGHTNING #84 (STENT,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,2273,Suppression (Wildfire),,<Null>,1006.318,8966.790981,4072423.536,6/26/1988,<Null>
1988,California,Sequoia - Kings Canyon NP,59,SIMPSON,National Park Service,8 - Unknown,1 - Lightning,0,Resource Benefit (WFU),,580,980.5899,13989.08241,3968306.567,7/21/1988,8/31/1988
1988,California,Bakersfield District - BLM,0000D170,KETTLEMAN,Bureau of Land Management,8 - Unknown,18 - Escaped Prescribed Burn,0,Suppression (Wildfire),,860,979.0428,8793.191837,3962045.822,4/8/1988,4/8/1988
1988,California,Sequoia National Forest,74, ,USDA Forest Service,8 - Unknown,1 - Lightning,0,Suppression (Wildfire),,995,977.0555,8746.312761,3954003.489,7/21/1988,7/22/1988
1988,California,Cleveland National Forest,14,ASSIST #78,USDA Forest Service,<Null>,9 - Miscellaneous,0,Suppression (Wildfire),,<Null>,935.334,10142.86112,3785162.244,9/3/1988,<Null>
1988,California,Riverside CDF,983,CORONA STATE #983,California Department of Forestry and Fire Protection,<Null>,2 - Equipment Use,19372,Suppression (Wildfire),,<Null>,912.6426,10595.64354,3693333.407,6/2/1988,<Null>
1988,California,San Bernardino CDF,931,YUCCA FIRE,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,48017,Suppression (Wildfire),,<Null>,873.0775,10997.93161,3533219.069,8/11/1988,<Null>
1988,California,Lassen National Forest,155, ,USDA Forest Service,8 - Unknown,1 - Lightning,0,Suppression (Wildfire),,750,839.4844,9629.601421,3397272.67,8/28/1988,8/31/1988
1988,California,Riverside CDF,1203,PEACH,California Department of Forestry and Fire Protection,<Null>,9 - Miscellaneous,22700,Suppression (Wildfire),,<Null>,830.0247,8922.188327,3358990.624,6/28/1988,<Null>
1988,California,San Bernardino CDF,681,STATE PARK,California Department of Forestry and Fire Protection,<Null>,9 - Miscellaneous,35216,Suppression (Wildfire),,<Null>,820.4838,10291.5657,3320380.252,6/24/1988,<Null>
1988,California,Cleveland National Forest,18,WILD,USDA Forest Service,<Null>,9 - Miscellaneous,0,Suppression (Wildfire),,<Null>,753.4076,9354.610408,3048932.38,11/22/1988,<Null>
1988,California,Los Angeles County,0, ,Contract County,<Null>,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,729.8926,12904.07666,2953770.733,6/12/1988,<Null>
1988,California,Sequoia National Forest,66, ,USDA Forest Service,8 - Unknown,9 - Miscellaneous,0,Suppression (Wildfire),,735,727.5397,9326.258292,2944248.641,7/8/1988,7/9/1988
1988,California,Yosemite National Park,140,VERN,National Park Service,4 - Other Imagery,1 - Lightning,140,Resource Benefit (WFU),,715.398024,715.4009,7642.244753,2895124.71,9/10/1988,11/10/1988
1988,California,Shasta-Trinity National Forest,203, ,USDA Forest Service,8 - Unknown,9 - Miscellaneous,0,Suppression (Wildfire),,570,701.5712,7713.52416,2839158.083,8/31/1988,9/3/1988
1988,California,Riverside CDF,12135,LOCAL,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,19657,Suppression (Wildfire),,<Null>,688.6042,6918.952879,2786682.319,6/4/1988,<Null>
1988,California,Yosemite National Park,49,HORIZON,National Park Service,4 - Other Imagery,1 - Lightning,49,Resource Benefit (WFU),,673.666772,673.6695,8836.961418,2726243.62,7/24/1988,11/10/1988
1988,California,Sequoia National Forest,61, ,USDA Forest Service,8 - Unknown,3 - Smoking,0,Suppression (Wildfire),,570,665.8233,8488.04048,2694491.305,7/4/1988,7/5/1988
1988,California,Riverside CDF,837,SPRINGS,California Department of Forestry and Fire Protection,<Null>,9 - Miscellaneous,17322,Suppression (Wildfire),,<Null>,649.0332,7951.221308,2626544.159,5/19/1988,<Null>
1988,California,Riverside CDF,1825,ROSA,California Department of Forestry and Fire Protection,<Null>,4 - Campfire,32082,Suppression (Wildfire),,<Null>,631.5698,7897.825597,2555872.28,9/5/1988,<Null>
1988,California,San Bernardino CDF,845, ,California Department of Forestry and Fire Protection,<Null>,8 - Playing with fire,42816,Suppression (Wildfire),,<Null>,630.2985,7803.227691,2550727.388,7/22/1988,<Null>
1988,California,Inyo National Forest,5323, ,USDA Forest Service,<Null>,9 - Miscellaneous,0,Suppression (Wildfire),,<Null>,614.9384,9500.973823,2488567.48,<Null>,<Null>
1988,California,Yosemite National Park,122,QUARTZITE,National Park Service,4 - Other Imagery,1 - Lightning,122,Resource Benefit (WFU),,612.577851,612.5803,7521.766969,2479024.518,9/2/1988,11/10/1988
1988,California,Los Padres National Forest,20, ,USDA Forest Service,<Null>,9 - Miscellaneous,0,Suppression (Wildfire),,<Null>,592.0198,6874.087574,2395819.235,<Null>,<Null>
1988,California,Eldorado National Forest,156,BEAR,USDA Forest Service,8 - Unknown,5 - Debris,0,Suppression (Wildfire),,1010,582.4282,24711.11812,2357003.239,12/14/1988,12/19/1988
1988,California,Humboldt - Del Norte CDF,210,LAKE,California Department of Forestry and Fire Protection,<Null>,3 - Smoking,2119,Suppression (Wildfire),,<Null>,579.2668,6945.216063,2344209.481,8/26/1988,<Null>
1988,California,Carson City District - BLM,0000J797, ,Bureau of Land Management,8 - Unknown,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,577.7464,7999.723678,2338056.782,<Null>,<Null>
1988,California,Riverside CDF,1161,STATE #1161,California Department of Forestry and Fire Protection,<Null>,7 - Arson,22024,Suppression (Wildfire),,<Null>,548.4343,7666.858599,2219434.629,6/23/1988,<Null>
1988,California,Tehama - Glenn CDF,188,STONY,California Department of Forestry and Fire Protection,<Null>,7 - Arson,2311,Suppression (Wildfire),,<Null>,529.6204,8144.560676,2143297.467,9/17/1988,<Null>
1988,California,Plumas National Forest,282, ,USDA Forest Service,8 - Unknown,1 - Lightning,0,Suppression (Wildfire),,783,527.9257,7522.657527,2136439.681,8/29/1988,9/1/1988
1988,California,Yosemite National Park,14,WALKER,National Park Service,8 - Unknown,1 - Lightning,14,Resource Benefit (WFU),,497.587008,497.589,6730.260817,2013671.253,6/20/1988,11/10/1988
1988,California,Toiyab National Forest,134, ,USDA Forest Service,<Null>,2 - Equipment Use,0,Suppression (Wildfire),,<Null>,494.9721,6257.175335,2003080.996,6/27/1988,<Null>
1988,California,Sonoma - Lake - Napa CDF,343,RESORT,California Department of Forestry and Fire Protection,<Null>,2 - Equipment Use,3027,Suppression (Wildfire),,<Null>,483.3407,5766.859357,1956010.426,9/18/1988,<Null>
1988,California,San Diego CDF,216,RODRIGUEZ,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,461.5535,8369.683966,1867840.629,12/1/1988,<Null>
1988,California,Yosemite National Park,75,ELBOW,National Park Service,8 - Unknown,1 - Lightning,75,Resource Benefit (WFU),,450.452176,450.454,7069.171458,1822922.613,8/10/1988,11/10/1988
1988,California,Madera - Mariposa CDF,345,SILVER,California Department of Forestry and Fire Protection,<Null>,8 - Playing with fire,2101,Suppression (Wildfire),,<Null>,416.7906,4995.599841,1686691.69,8/31/1988,<Null>
1988,California,Santa Clara CDF,263,UVAS,California Department of Forestry and Fire Protection,<Null>,2 - Equipment Use,1739,Suppression (Wildfire),,<Null>,412.6043,5959.101851,1669750.343,7/22/1988,<Null>
1988,California,Riverside CDF,361,SPRINGS #361,California Department of Forestry and Fire Protection,<Null>,8 - Playing with fire,9431,Suppression (Wildfire),,<Null>,412.0168,5883.840008,1667372.786,3/18/1988,<Null>
1988,California,Santa Clara CDF,69,RAMERO,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,856,Suppression (Wildfire),,<Null>,401.5613,5420.713607,1625061.013,5/21/1988,<Null>
1988,California,Santa Clara CDF,247,ALMADEN,California Department of Forestry and Fire Protection,<Null>,2 - Equipment Use,1647,Suppression (Wildfire),,<Null>,392.5573,5653.679573,1588622.909,7/16/1988,<Null>
1988,California,Santa Clara CDF,227,ALTAMONT #1 - 6,California Department of Forestry and Fire Protection,<Null>,2 - Equipment Use,1575,Suppression (Wildfire),,<Null>,383.5675,8225.404932,1552242.575,7/11/1988,<Null>
1988,California,Sequoia National Forest,50, ,USDA Forest Service,8 - Unknown,1 - Lightning,0,Suppression (Wildfire),,375,381.3596,4970.926598,1543307.647,6/23/1988,6/25/1988
1988,California,Riverside CDF,2033,STATE,California Department of Forestry and Fire Protection,<Null>,7 - Arson,36400,Suppression (Wildfire),,<Null>,380.1403,4550.160148,1538373.258,10/9/1988,<Null>
1988,California,Tuolumne - Calaveras CDF,652,GRADE,California Department of Forestry and Fire Protection,<Null>,2 - Equipment Use,3271,Suppression (Wildfire),,<Null>,375.3932,5593.180103,1519162.634,8/19/1988,<Null>
1988,California,Ventura County,0,SYCAMORE,Contract County,<Null>,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,368.0042,6186.854924,1489260.023,4/10/1988,<Null>
1988,California,Humboldt - Del Norte CDF,0,QUEENS PEAK,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,1648,Suppression (Wildfire),,<Null>,364.2781,6645.903111,1474181.193,1/26/1988,<Null>
1988,California,Los Angeles County,1824,GLEN OAKS CANYON FIRE,Contract County,<Null>,14 - Unknown / Unidentified,00GLN003,Suppression (Wildfire),,<Null>,352.7481,8798.924339,1427520.836,12/7/1988,<Null>
1988,California,Sonoma CDF (old),233,GEYSERS SERIES,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,852,Suppression (Wildfire),,<Null>,352.7104,6064.489176,1427368.517,9/11/1988,<Null>
1988,California,San Bernardino CDF,41,RIVER,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,000OV113,Suppression (Wildfire),,<Null>,351.8093,6302.40548,1423721.604,5/23/1988,<Null>
1988,California,San Bernardino National Forest,0, ,USDA Forest Service,<Null>,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,341.7617,4829.514273,1383060.632,<Null>,<Null>
1988,California,San Bernardino National Forest,0, ,USDA Forest Service,<Null>,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,335.8584,4966.409615,1359170.56,<Null>,<Null>
1988,California,Amador - El Dorado CDF,253,AMADOR,California Department of Forestry and Fire Protection,<Null>,7 - Arson,2364,Suppression (Wildfire),,<Null>,329.0369,6063.401976,1331565.025,7/18/1988,<Null>
1988,California,San Bernardino National Forest,0, ,USDA Forest Service,<Null>,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,322.3326,5283.918838,1304433.909,<Null>,<Null>
1988,California,Sonoma CDF (old),247,BOISE,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,887,Suppression (Wildfire),,<Null>,319.3421,4507.250208,1292331.655,9/19/1988,<Null>
1988,California,San Bernardino National Forest,0, ,USDA Forest Service,<Null>,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,317.5254,5971.982397,1284979.808,<Null>,<Null>
1988,California,Riverside CDF,1766,STATE,California Department of Forestry and Fire Protection,<Null>,9 - Miscellaneous,31293,Suppression (Wildfire),,<Null>,314.4298,4707.862383,1272452.392,8/31/1988,<Null>
1988,California,Riverside CDF,1351,STATE,California Department of Forestry and Fire Protection,<Null>,9 - Miscellaneous,24587,Suppression (Wildfire),,<Null>,301.8513,4231.471293,1221549.104,7/11/1988,<Null>
1988,California,Riverside CDF,1338,CHIMNEY,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,24419,Suppression (Wildfire),,<Null>,297.4152,5608.58861,1203596.426,7/10/1988,<Null>
1988,California,Sequoia National Forest,17, ,USDA Forest Service,8 - Unknown,2 - Equipment Use,0,Suppression (Wildfire),,650,293.7556,4900.142135,1188786.62,5/15/1988,5/16/1988
1988,California,Sequoia National Forest,87, ,USDA Forest Service,8 - Unknown,2 - Equipment Use,0,Suppression (Wildfire),,300,277.778,5871.404182,1124127.794,7/23/1988,7/24/1988
1988,California,San Bernardino National Forest,0, ,USDA Forest Service,<Null>,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,276.95,4261.450113,1120776.817,<Null>,<Null>
1988,California,Riverside CDF,485,LAKE,California Department of Forestry and Fire Protection,<Null>,8 - Playing with fire,11388,Suppression (Wildfire),,<Null>,260.0726,4343.577588,1052476.596,4/2/1988,<Null>
1988,California,Tuolumne - Calaveras CDF,543,HIGHWAY,California Department of Forestry and Fire Protection,<Null>,7 - Arson,2713,Suppression (Wildfire),,<Null>,260.0249,5402.349425,1052283.404,7/18/1988,<Null>
1988,California,Riverside CDF,1095,STATE,California Department of Forestry and Fire Protection,<Null>,9 - Miscellaneous,20859,Suppression (Wildfire),,<Null>,258.3694,4053.425053,1045583.929,6/14/1988,<Null>
1988,California,San Bernardino National Forest,0, ,USDA Forest Service,<Null>,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,257.7452,4560.275224,1043057.681,<Null>,<Null>
1988,California,San Bernardino National Forest,0, ,USDA Forest Service,<Null>,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,256.4971,4063.723394,1038007,<Null>,<Null>
1988,California,Riverside CDF,543, ,California Department of Forestry and Fire Protection,<Null>,7 - Arson,12200,Suppression (Wildfire),,<Null>,255.8816,3908.190058,1035516.211,4/8/1988,<Null>
1988,California,Modoc National Forest,166,RENNER,USDA Forest Service,8 - Unknown,1 - Lightning,0,Suppression (Wildfire),,200,253.1135,4394.893219,1024314.112,8/11/1988,8/14/1988
1988,California,Yosemite National Park,139,ANITA,National Park Service,8 - Unknown,1 - Lightning,139,Resource Benefit (WFU),,251.365762,251.3668,4152.853504,1017245.216,9/8/1988,11/10/1988
1988,California,Sierra National Forest,37,LAKE,USDA Forest Service,8 - Unknown,1 - Lightning,0,Suppression (Wildfire),,340,250.3342,3852.580653,1013066.637,6/25/1988,9/30/1988
1988,California,San Diego CDF,132,GAVILAN,California Department of Forestry and Fire Protection,<Null>,4 - Campfire,730,Suppression (Wildfire),,<Null>,249.1475,4311.220523,1008264.131,3/31/1988,<Null>
1988,California,Riverside CDF,413,SUGARLOAF,California Department of Forestry and Fire Protection,<Null>,3 - Smoking,10297,Suppression (Wildfire),,<Null>,248.3753,4265.857282,1005139.348,3/25/1988,<Null>
1988,California,San Diego CDF,576,OUTSIDE ORIGIN #11,California Department of Forestry and Fire Protection,<Null>,9 - Miscellaneous,2110,Suppression (Wildfire),,<Null>,246.7176,5052.192151,998430.7584,7/31/1988,<Null>
1988,California,Los Angeles County,788,THE ADOBE FIRE,Contract County,<Null>,14 - Unknown / Unidentified,891443,Suppression (Wildfire),,<Null>,241.3018,4598.893116,976513.846,6/28/1988,<Null>
1988,California,Mendocino National Forest,56, ,USDA Forest Service,<Null>,5 - Debris,0,Suppression (Wildfire),,<Null>,238.4555,4060.508509,964995.0077,<Null>,<Null>
1988,California,Yosemite National Park,82,EDSON,National Park Service,4 - Other Imagery,1 - Lightning,82,Resource Benefit (WFU),,236.185074,236.186,4702.571748,955810.8859,8/13/1988,11/10/1988
1988,California,Los Angeles County,88,"THE AVE ""L"" FIRE",Contract County,<Null>,14 - Unknown / Unidentified,938462,Suppression (Wildfire),,<Null>,222.0037,5884.497782,898417,6/24/1988,<Null>
1988,California,Angeles National Forest,110, ,USDA Forest Service,8 - Unknown,14 - Unknown / Unidentified,0,Suppression (Wildfire),,205,221.2385,4433.233048,895320.4176,7/29/1988,7/29/1988
1988,California,Los Angeles County,8,THE PYRAMID FIRE,Contract County,<Null>,14 - Unknown / Unidentified,837728,Suppression (Wildfire),,<Null>,220.0251,4393.060966,890409.9563,7/29/1988,<Null>
1988,California,Nevada - Yuba - Placer CDF,191,USFS ASSIST 3,California Department of Forestry and Fire Protection,<Null>,9 - Miscellaneous,1142,Suppression (Wildfire),,<Null>,212.0675,3879.279205,858206.5985,3/27/1988,<Null>
1988,California,Marin County,49,RUBICON,Contract County,<Null>,14 - Unknown / Unidentified,1417,Suppression (Wildfire),,<Null>,207.1606,4690.303119,838349.2227,10/9/1988,<Null>
1988,California,Sequoia - Kings Canyon NP,2,TOMBSTONE,National Park Service,8 - Unknown,1 - Lightning,0,Resource Benefit (WFU),,220,207.0884,5036.839901,838056.8963,5/23/1988,7/25/1988
1988,California,Yosemite National Park,81,BREEZE,National Park Service,4 - Other Imagery,1 - Lightning,81,Resource Benefit (WFU),,195.795749,195.7965,5679.490835,792360.4909,8/11/1988,11/10/1988
1988,California,Riverside CDF,1593, ,California Department of Forestry and Fire Protection,<Null>,7 - Arson,28585,Suppression (Wildfire),,<Null>,187.3834,3453.627843,758313.7083,8/11/1988,<Null>
1988,California,San Luis Obispo CDF,0,SLU 1461,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,1461,Suppression (Wildfire),,<Null>,186.5318,4584.125977,754867.5395,6/24/1988,<Null>
1988,California,Riverside CDF,0, ,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,184.0202,5063.677431,744703.3585,<Null>,<Null>
1988,California,Mendocino National Forest,55,BUTTE,USDA Forest Service,8 - Unknown,5 - Debris,0,Suppression (Wildfire),,100,178.0835,3576.837078,720678.1951,12/5/1988,<Null>
1988,California,San Bernardino National Forest,0, ,USDA Forest Service,<Null>,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,177.6332,3674.29386,718856.0504,<Null>,<Null>
1988,California,San Bernardino National Forest,0, ,USDA Forest Service,<Null>,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,177.2555,3147.256592,717327.7458,<Null>,<Null>
1988,California,Fresno-Kings CDF,150, ,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,7687,Suppression (Wildfire),,<Null>,176.3935,4049.222039,713839.19,7/23/1988,<Null>
1988,California,Yosemite National Park,97,QUAKING,National Park Service,8 - Unknown,1 - Lightning,97,Resource Benefit (WFU),,172.318875,172.3196,3849.628601,697352.5299,8/31/1988,11/10/1988
1988,California,Los Angeles County,588,LEROY FIRE,Contract County,<Null>,14 - Unknown / Unidentified,931023,Suppression (Wildfire),,<Null>,171.0744,5214.980728,692313.7329,12/8/1988,<Null>
1988,California,San Diego CDF,215,COYOTE,California Department of Forestry and Fire Protection,<Null>,4 - Campfire,1015,Suppression (Wildfire),,<Null>,164.3949,5296.911961,665282.6131,5/2/1988,<Null>
1988,California,San Bernardino National Forest,0, ,USDA Forest Service,<Null>,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,161.0854,3299.305645,651889.413,<Null>,<Null>
1988,California,Butte CDF,10861,ADAMS RANCH,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,4685,Suppression (Wildfire),,<Null>,155.8058,2981.669041,630523.5598,9/7/1988,<Null>
1988,California,Riverside CDF,0,MILLARD,California Department of Forestry and Fire Protection,<Null>,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,153.0401,4132.217824,619331.4475,<Null>,<Null>
1988,California,San Bernardino National Forest,0, ,USDA Forest Service,<Null>,14 - Unknown / Unidentified,0,Suppression (Wildfire),,<Null>,152.3644,3538.839127,616597.0119,<Null>,<Null>
1988,California,Sierra National Forest,187,EL PORTAL,USDA Forest Service,8 - Unknown,9 - Miscellaneous,0,Suppression (Wildfire),,185,150.9127,4063.533468,610722.0871,8/1/1988,8/4/1988
1988,California,Cleveland National Forest,1,HODGES #2,USDA Forest Service,<Null>,9 - Miscellaneous,0,Suppression (Wildfire),,<Null>,149.6339,3888.16548,605546.9351,3/29/1988,<Null>
